,Id,Filename,Species,Genus,Sub-Family,Family,Sub-Order,Order,Super-Order,Name,Common-Name,DTI resolution,SNR,Brain Orientation,GM,WM,log10(GM),log10(WM),log10(BrV),BR,TotFib,CC,AC,HC,Total Commisures,Com Ratio,Total MSP,HMSP (RA),HMSP (LB),AvHMSP,TNetDens,HNetDens,Strong NetDens (>20),Hcost,Tcost,n
138,138,Meerkat2,Suricata suricata,Suricata,Mungotinae,Herpestidae,Feliformia,Carnivora,Laurasiatheria,Meerkat,Meerkat,0.41,58.33289589,RL,9.86,1.0885,3.993876915,3.036828433,4.039354623,10.9485,39867,4656,164,1298,6118,15.34602553,132.8633961,53.15553132,54.0511401,53.60333571,0.35935,20.103,0.9,680354.75,729177.6,5.0
139,139,Meerkat3,Suricata suricata,Suricata,Mungotinae,Herpestidae,Feliformia,Carnivora,Laurasiatheria,Meerkat,Meerkat,0.36,23.36017123,RL,8.667,0.90541,3.937868797,2.956845287,3.981021292,9.57241,74261,5776,264,1306,7346,9.892137192,136.1570505,56.55642649,51.16973645,53.86308147,0.36708,21.265,1.01,759092.7,800383.8,5.0
140,140,Meerkat4,Suricata suricata,Suricata,Mungotinae,Herpestidae,Feliformia,Carnivora,Laurasiatheria,Meerkat,Meerkat,0.385,29.64546501,RL,8.5205,1.00757,3.930465081,3.003275228,3.979004939,9.52807,81199,5955,183,3362,9500,11.69965147,135.6857369,56.2042536,52.11845383,54.16135371,0.36046,21.089,1.08,823285.75,867513.5,5.0
141,141,Meerkat5,Suricata suricata,Suricata,Mungotinae,Herpestidae,Feliformia,Carnivora,Laurasiatheria,Meerkat,Meerkat,0.4,27.85106859,RL,10.26,1.548,4.011147361,3.189770956,4.072176344,11.808,68876,5140,183,957,6280,9.11783495,126.8524299,51.04036009,46.58452855,48.81244432,0.35075,18.9685,1.16,848862.2,919083.0,5.0
142,142,Merion,Meriones tristrami,Meriones,Gerbillinae,Muridae,Myomorpha,Rodentia,Euarchontoglires,Merion,Tristram's jird (merion),0.16,14.51773662,RL,0.61395,0.1404,2.788133004,2.147367108,2.877572895,0.75435,64789,2447,223,953,3623,5.591998642,117.0122197,47.44080507,51.15958879,49.30019693,0.31605,17.3845,1.2,849993.15,969701.0,1.0
143,143,MiniopterusSchreibersii1,Miniopterus schreibersii,Miniopterus,,Miniopteridae,Microchiroptera,Chiroptera,Laurasiatheria,Miniopterus Schreibersii,Common bent wing bat,0.12,16.82084411,RL,0.10939,0.07986,2.038977622,1.902329306,2.277035888,0.18925,16591,0,712,410,1122,6.76270267,113.7368687,41.85632305,44.79712521,43.32672413,0.2613,12.449,1.23,562865.75,645393.2,1.0
144,144,Mongoose,Herpestes ichneumon,Herpestes,Herpestinae,Herpestidae,Feliformia,Carnivora,Laurasiatheria,Mongoose,Mongoose,0.45,53.60185347,RL,19.0,2.34,4.278753601,3.369215857,4.329194415,21.34,106218,8819,728,1818,11365,10.69969308,125.9503901,49.19599769,53.54179512,51.3688964,0.3482,20.541,1.09,807245.2,843252.7,1.0
145,145,Mouse,Mus musculus,Mus,Murinae,Muridae,Myomorpha,Rodentia,Euarchontoglires,Mouse,Mouse,0.14,29.8450766,RL,0.25847,0.03878,2.412410143,1.588607805,2.473121863,0.29725,48935,956,238,838,2032,4.152447124,119.1114563,45.33402617,49.98965864,47.6618424,0.25789,13.451,1.49,708622.95,768537.7,1.0
146,146,MyotisEmargenitus,Myotis emarginatus,Myotis,Myotinae,Vespertilionidae,Microchiroptera,Chiroptera,Laurasiatheria,Myotis Emargenitus,Geoffroy's bat,0.14,40.89827284,RL,0.1833,0.002,2.263162465,0.301029996,2.267875419,0.1853,36943,0,2652,1605,4257,11.5231573,115.7938311,45.34575401,50.07560371,47.71067886,0.2663,14.351,1.36,756836.15,860286.0,1.0
147,147,MyotisMyotis,Myotis myotis,Myotis,Myotinae,Vespertilionidae,Microchiroptera,Chiroptera,Laurasiatheria,Myotis Myotis,Greater mouse-eared bat,0.14,21.28027549,RL,0.2949,0.01056,2.469674773,1.023663918,2.484954347,0.30546,47517,221,4663,652,5536,11.65056717,122.7817928,47.52585764,50.04355484,48.78470624,0.31419,16.129,1.33,684730.15,829667.3,1.0
148,148,MyotisVivesi1,Myotis Vivesi,Myotis,Myotinae,Vespertilionidae,Microchiroptera,Chiroptera,Laurasiatheria,Myotis Vivesi,Fish eating bat,0.13,21.56363066,RL,0.213898,0.014619,2.330206724,1.164917666,2.358918514,0.228517,43459,0,2581,1589,4170,9.595250696,122.2486188,48.3537155,46.53686096,47.44528823,0.29364,15.449,1.41,651040.85,756127.5,1.0
149,149,Nasua1,Nasua nasua,Nasua,Nasuina,Procyonidae,Caniformia,Carnivora,Laurasiatheria,Nasua,Nasua,0.58,64.51182979,RL,29.7885,3.97892,4.474048635,3.599765207,4.52849788,33.76742,64823,9640,229,947,10816,16.68543572,124.5613921,51.49296927,52.09907506,51.79602216,0.34592,20.0885,0.98,805963.25,857424.5,3.0
150,150,Nasua2,Nasua nasua,Nasua,Nasuina,Procyonidae,Caniformia,Carnivora,Laurasiatheria,Nasua,Nasua,0.59,82.97428414,RL,30.72,5.19157,4.487421211,3.715298714,4.555234392,35.91157,71198,12127,307,857,13291,18.6676592,138.8269735,59.16941061,57.56533472,58.36737266,0.38016,22.999,0.73,843936.85,903607.3,3.0
151,151,Nasua3,Nasua nasua,Nasua,Nasuina,Procyonidae,Caniformia,Carnivora,Laurasiatheria,Nasua,Nasua,0.55,59.13758363,RL,25.176,3.4998,4.40098673,3.544043227,4.457515543,28.6758,82211,10959,197,1350,12506,15.21207624,141.4492587,57.34518417,57.87593805,57.61056111,0.36239,21.2855,0.86,795165.5,848623.0,3.0
152,152,Onager,Equus hemionus,Equus,Equinae,Equidae,Hippomorpha,Perissodactyla,Laurasiatheria,Onager,Onager,1.286,26.0976201,LR,253.01,47.94,5.403137687,4.68069803,5.478494348,300.95,42003,7312,4,871,8187,19.4914649,134.472496,56.12313628,52.7920316,54.45758394,0.34967,19.814,1.07,689643.85,720758.9,1.0
153,153,Orangutan1,Pongo borneo,Pongo,Ponginae,Hominidae,Haplorrhini,Primates,Euarchontoglires,Orangutan,"SumatranOrangutan",1.4022,18.88658994,LR,271.13,76.83,5.433177574,4.885530833,5.541529322,347.96,41140,6844,1,248,7093,17.24112786,129.6306695,52.37326499,53.79156005,53.08241252,0.33578,18.79,1.22,687247.05,735024.7,3.0
154,154,Orangutan2,Pongo borneo,Pongo,Ponginae,Hominidae,Haplorrhini,Primates,Euarchontoglires,Orangutan,"SumatranOrangutan",1.4864,41.85881833,LR,273.4,93.47,5.43679851,4.970672243,5.5645122,366.87,250105,48286,1,1086,49373,19.74090882,135.372065,52.58304229,52.91735785,52.75020007,0.33118,17.8175,1.33,533448.95,578270.6,3.0
155,155,Orangutan3,Pongo borneo,Pongo,Ponginae,Hominidae,Haplorrhini,Primates,Euarchontoglires,Orangutan,"SumatranOrangutan",1.3961,19.33926444,LR,247.2,141.02,5.393048466,5.14928071,5.589077905,388.22,53233,8604,1,489,9094,17.08338812,128.1040019,52.11957986,52.35592503,52.23775245,0.33183,17.994,1.19,596921.3,650028.7,3.0
156,156,Oryx1,Oryx leucoryx,Oryx,Hippotranginae,Bovidae,Ruminantia,Cetartiodactyla,Laurasiatheria,Oryx,Oryx,0.85,58.48403655,RL,134.487,14.71,5.128680306,4.167612673,5.173760091,149.197,66120,5301,46,360,5707,8.631276467,128.3573034,53.06488635,51.05672285,52.0608046,0.31966,19.6005,1.13,731421.05,746788.0,1.0
157,157,Oryx2,Oryx  Gazella,Oryx,Hippotranginae,Bovidae,Ruminantia,Cetartiodactyla,Laurasiatheria,Oryx,Oryx,0.67,42.2020006,RL,58.69,7.222,4.76856411,3.858657484,4.81896449,65.912,52532,3991,1,469,4461,8.491966801,125.1639124,47.95796032,51.03387016,49.49591524,0.27648,15.637,1.46,591657.9,633335.4,2.0
158,158,Oryx3,Oryx  Gazella,Oryx,Hippotranginae,Bovidae,Ruminantia,Cetartiodactyla,Laurasiatheria,Oryx,Oryx,0.975,130.8560718,RL,162.023,12.38,5.209576669,4.092720645,5.241553951,174.403,65236,8234,206,338,8778,13.45576062,118.9248425,49.72054921,46.49616253,48.10835587,0.26515,15.196,1.39,839867.1,857319.8,2.0
159,159,Otter1,Lutra lutra,Lutra,Lutrinae,Mustelidae,Caniformia,Carnivora,Laurasiatheria,Otter,European otter,0.6,56.71933152,RL,37.05,6.53,4.568788212,3.814913181,4.639287226,43.58,86836,9650,46,1976,11672,13.44142982,139.6376536,56.11512834,53.85185303,54.98349068,0.37535,20.5165,1.06,826268.55,897965.6,3.0
160,160,Otter2,Lutra lutra,Lutra,Lutrinae,Mustelidae,Caniformia,Carnivora,Laurasiatheria,Otter,European otter,0.53,50.78750117,RL,25.47,2.522,4.406028945,3.401745082,4.447033929,27.992,74470,9100,356,3421,12877,17.29152679,142.6722716,61.16324302,56.08603585,58.62463943,0.395,22.6735,0.74,772466.45,849787.7,3.0
161,161,Otter3,Lutra lutra,Lutra,Lutrinae,Mustelidae,Caniformia,Carnivora,Laurasiatheria,Otter,European otter,0.65,82.69170478,RL,39.92,6.02,4.601190533,3.779596491,4.662190991,45.94,46464,5181,29,1225,6435,13.84943182,130.9129039,53.48946381,54.73788518,54.11367449,0.33294,19.2535,1.1,804221.8,829844.7,3.0
162,162,PalmSquirrel,Funambulus palmarum,Funambulus,Callosciurina,Sciuridae,Sciuromorpha,Rodentia,Euarchontoglires,Palm Squirrel,"Northen palmsquirrel",0.22,28.02438393,RL,1.174996,0.167,3.070036388,2.222716471,3.127751221,1.341996,58334,3986,346,933,5265,9.025611136,122.4532334,49.09893661,50.32308326,49.71100993,0.31117,16.149,1.29,702021.4,845821.3,1.0
163,163,Pecari1,Pecari,Pecari,Tayassuidae,Tayassuidae,Suina,Cetartiodactyla,Laurasiatheria,Pecari,Pecari,0.74,58.54248107,RL,65.91,15.35,4.818951312,4.18610838,4.909876818,81.26,45150,1640,265,340,2245,4.972314507,122.6904602,46.66751381,50.91701247,48.79226314,0.26821,15.814,1.22,783133.15,785688.7,2.0
164,164,Pecari2,Pecari,Pecari,Tayassuidae,Tayassuidae,Suina,Cetartiodactyla,Laurasiatheria,Pecari,Pecari,0.77,63.18067062,RL,65.8,17.05,4.818225894,4.231724383,4.918292513,82.85,56785,6132,327,618,7077,12.46279827,121.9804094,46.24429927,48.10590331,47.17510129,0.29479,16.475,1.32,686455.05,719720.5,2.0
165,165,Pkuhlii2,Pipistrellus kuhlii,Pipistrellus,Vespertilioninae,Vespertilionidae,Microchiroptera,Chiroptera,Laurasiatheria,Pkuhlii,Kuhl's pipistrelle,0.21,29.81718597,RL,0.50435,0.00253,2.702732025,0.403120521,2.704905156,0.50688,101860,0,719,420,1139,1.118201453,103.7275365,41.72886516,38.3766783,40.05277173,0.14406,7.3705,1.85,589916.95,604680.5,2.0
166,166,Pkuhlii3,Pipistrellus kuhlii,Pipistrellus,Vespertilioninae,Vespertilionidae,Microchiroptera,Chiroptera,Laurasiatheria,Pkuhlii,Kuhl's pipistrelle,0.11,25.41830248,RL,0.0814,0.002778,1.910624405,0.443732241,1.925198603,0.084178,22584,0,1349,903,2252,9.971661353,123.0920702,49.56340795,49.84153021,49.70246908,0.30217,17.1785,1.23,594110.2,656299.1,2.0
167,167,Porcine1,Sus Scrofa,Sus,Suinae,Suidae,Suina,Cetartiodactyla,Laurasiatheria,Porcine,Domestic pig,0.61,36.78585559,RL,60.72,10.25,4.783331763,4.010723865,4.851074805,70.97,136156,16109,589,1406,18104,13.29651282,141.4047436,52.39588688,58.53276521,55.46432604,0.35319,20.227,1.0,934431.7,1008079.2,4.0
168,168,Porcine2,Sus Scrofa,Sus,Suinae,Suidae,Suina,Cetartiodactyla,Laurasiatheria,Porcine,Domestic pig,0.61,61.01781821,RL,66.22,7.07,4.820989176,3.849419414,4.865044722,73.29,50309,5323,97,417,5837,11.6022978,127.2864484,52.25667962,49.30596083,50.78132022,0.3336,17.8985,1.14,769113.35,848461.2,4.0
169,169,Porcupine1,Hystrix Indica,Hystrix,Hystrix,Hystricidae,Hystricomorpha,Rodentia,Euarchontoglires,Porcupine,"Indian crestedporcupine",0.54,61.17241788,RL,25.43,5.641,4.40534636,3.7513561,4.492355231,31.071,96465,5346,262,2231,7839,8.126263412,127.3943439,46.31355702,52.13970531,49.22663116,0.32737,16.462,1.39,801784.75,930316.5,2.0
170,170,Porcupine2,Hystrix Indica,Hystrix,Hystrix,Hystricidae,Hystricomorpha,Rodentia,Euarchontoglires,Porcupine,"Indian crestedporcupine",0.53,41.56891346,RL,25.57,5.82,4.407730728,3.764922985,4.496791316,31.39,96492,8159,610,2346,11115,11.51908967,146.0366655,58.11384892,57.02100588,57.5674274,0.40199,23.3045,0.95,867607.1,1002352.0,2.0
171,171,PrairieDog,Cynomys ludovicianus,Cynomys,Xerinae,Sciuridae,Sciuromorpha,Rodentia,Euarchontoglires,Prairie Dog,Black-tailed prairie dog,0.315,15.66086383,RL,3.288,0.6971,3.516931809,2.843295083,3.600439224,3.9851,47026,2835,687,2046,5568,11.84025858,122.7507443,47.63599669,49.11172965,48.37386317,0.3339,17.863,1.11,722017.9,823842.5,1.0
172,172,PteropusLylei,Pteropus lylei,Pteropus,Pteropodinae,Pteropodidae,Megachiroptera,Chiroptera,Laurasiatheria,Pteropus Lylei,Lyle's flying fox,0.34,17.87390288,RL,4.41097,0.9,3.644534104,2.954242509,3.725173848,5.31097,89391,10094,1324,1930,13348,14.93215201,121.8440049,50.4100777,49.9493718,50.17972475,0.32395,18.78,1.31,829709.7,879596.0,1.0
173,173,Rabbit,Oryctolagus cuniculus,Oryctolagus,Leporidae,Leporidae,,Lagomorpha,Euarchontoglires,Rabbit,Rabbit,0.426,64.65639583,LR,7.0297,0.9759,3.846936791,2.989405318,3.903393887,8.0056,43002,1396,1934,533,3863,8.983303102,124.3126868,51.61089861,46.95180386,49.28135123,0.3183,18.3055,1.13,732914.1,778408.9,4.0
174,174,Rat1,Rattus norvegicus,Rattus,Murinae,Muridae,Myomorpha,Rodentia,Euarchontoglires,Rat,Fat sand rat,0.21,38.6621537,RL,1.2226,0.2481,3.087284391,2.394626764,3.167524092,1.4707,94785,3017,224,725,3966,4.184206362,117.6816854,46.3952451,50.98380949,48.6895273,0.30574,16.9285,1.31,968933.6,1081484.3,8.0
175,175,Rat2,Rattus norvegicus,Rattus,Murinae,Muridae,Myomorpha,Rodentia,Euarchontoglires,Rat,Fat sand rat,0.21,25.63740409,RL,1.18326,0.270921,3.073080183,2.43284267,3.162618466,1.454181,85432,3882,197,1594,5673,6.640368948,120.8523242,47.98833892,51.7641451,49.87624201,0.28114,15.915,1.34,880255.0,940042.6,8.0
176,176,Rat3,Rattus norvegicus,Rattus,Murinae,Muridae,Myomorpha,Rodentia,Euarchontoglires,Rat,Fat sand rat,0.21,27.4351202,RL,1.1077,0.117,3.044422156,2.068185862,3.088029718,1.2247,68439,4570,387,236,5193,7.587778898,123.5128216,49.6916599,49.39357211,49.542616,0.27052,14.3185,1.44,790932.75,857861.6,8.0
177,177,Rat4,Rattus norvegicus,Rattus,Murinae,Muridae,Myomorpha,Rodentia,Euarchontoglires,Rat,Fat sand rat,0.21,61.2619483,RL,1.07929,0.11893,3.033138153,2.075291419,3.078536564,1.19822,75324,2403,241,1508,4152,5.512187351,118.9764239,48.28082203,52.31669486,50.29875845,0.25599,13.1275,1.39,797501.8,902000.4,8.0
178,178,Rat5,Rattus norvegicus,Rattus,Murinae,Muridae,Myomorpha,Rodentia,Euarchontoglires,Rat,Fat sand rat,0.21,44.07306874,RL,1.19848,0.09707,3.078630791,1.98708503,3.112454179,1.29555,69798,2510,167,861,3538,5.068913149,113.1316926,44.28785135,46.80379729,45.54582432,0.25084,12.7385,1.63,867046.8,946303.5,8.0
179,179,Rat6,Rattus norvegicus,Rattus,Murinae,Muridae,Myomorpha,Rodentia,Euarchontoglires,Rat,Fat sand rat,0.22,54.40253425,RL,1.058,0.199,3.024485668,2.298853076,3.099335278,1.257,63695,2217,177,1162,3556,5.582855797,116.4602501,45.88423627,46.06439795,45.97431711,0.29864,14.572,1.48,904868.7,1172138.2,8.0
180,180,RedKangaroo1,Macropus rufus,Macropus,Macropodinae,Macropodidae,MacropodiformesPotoroidae,Marsupialia,No placenta,Red Kangaroo,Red Kangaroo,0.64,36.12126305,RL,29.3,6.41,4.46686762,3.80685803,4.55278985,35.71,49073,0,6715,2367,9082,18.50712204,128.5841058,53.44761754,54.76072009,54.10416881,0.37173,22.559,0.73,736000.7,866475.1,3.0
181,181,RedKangaroo2,Macropus rufus,Macropus,Macropodinae,Macropodidae,MacropodiformesPotoroidae,Marsupialia,No placenta,Red Kangaroo,Red Kangaroo,0.685,40.59654468,RL,41.81,6.46,4.621280168,3.810232518,4.683677299,48.27,57623,0,6577,2873,9450,16.39970151,127.1324581,49.5037674,55.16641288,52.33509014,0.35085,21.253,1.07,856693.1,967374.2,3.0
182,182,RedKangaroo3,Macropus rufus,Macropus,Macropodinae,Macropodidae,MacropodiformesPotoroidae,Marsupialia,No placenta,Red Kangaroo,Red Kangaroo,0.6,45.96134696,RL,28.45,5.95,4.454082271,3.774516966,4.536558443,34.4,67329,0,4772,2574,7346,10.91060316,132.8915198,56.82649221,53.7874996,55.3069959,0.37684,22.911,0.86,782678.75,869171.3,3.0
183,183,RedNeckWallaby,Macropus rufogriseus,Macropus,Macropodinae,Macropodidae,MacropodiformesPotoroidae,Marsupialia,No placenta,Red Neck Wallaby,Red neck wallaby,0.51,39.17957359,RL,18.89,4.3,4.276231958,3.633468456,4.365300749,23.19,59987,0,6441,4016,10457,17.43211029,138.0217051,57.84258,60.38495108,59.11376554,0.39473,24.141,0.72,748113.35,886172.0,1.0
184,184,RedPanda,Ailurus fulgens,Ailurus,Ailurinae,Ailuridae,Caniformia,Carnivora,Laurasiatheria,Red Panda,Red panda,0.66,98.25514121,RL,34.8,6.49,4.541579244,3.812244697,4.615844883,41.29,38815,3607,62,954,4623,11.91034394,117.4716238,45.93943835,47.11362984,46.52653409,0.28282,15.6875,1.33,646526.8,697604.5,1.0
185,185,Rhinolophus,Rhinolophus ferrumequinum,Rhinolophus,Rhinolophinae,Rhinolophidae,Yinpterochiropteria,Chiroptera,Laurasiatheria,Rhinolophus,Greater horseshow bat,0.135,34.26537361,RL,0.2099,0.01863,2.322012439,1.270212855,2.35894322,0.22853,35192,2291,146,95,2532,7.194817004,109.145521,47.57803608,44.91851097,46.24827352,0.20417,11.458,1.44,669292.6,685567.8,1.0
186,186,Rhinopoma,Rhinopoma hardwickii,Rhinopoma,Rhinopomatidae,Rhinopomatidae,Microchiroptera,Chiroptera,Laurasiatheria,Rhinopoma,Greater mouse-tailed bat,0.145,26.0518827,RL,0.241,0.002512,2.382017043,0.400019635,2.386520368,0.243512,45520,1859,1878,1797,5534,12.1572935,113.605673,46.23794708,46.79667631,46.5173117,0.27424,14.9205,1.45,680401.9,758720.3,1.0
187,187,SandCat1,Felis margarita,Felis,Felinae,Felidae,Feliformia,Carnivora,Laurasiatheria,Sand Cat,Sand cat,0.49,33.84141411,RL,17.936,2.7012,4.253725595,3.431556741,4.314650773,20.6372,82870,6795,448,2039,9282,11.20067576,131.4583455,51.23892405,53.84407378,52.54149892,0.32125,18.1845,1.21,821278.65,882684.8,2.0
188,188,SandCat2,Felis margarita,Felis,Felinae,Felidae,Feliformia,Carnivora,Laurasiatheria,Sand Cat,Sand cat,0.68,74.21336022,RL,38.52,6.92,4.585686278,3.840106094,4.657438323,45.44,44438,3502,151,1183,4836,10.88257797,122.0198928,49.80353755,48.53204981,49.16779368,0.31076,18.2875,1.07,783915.45,792670.3,2.0
189,189,SandHedgeHog,Hemiechinus auritus,Hemiechinus,Erinaceinae,Erinaceidae,Erinaceomorpha,Eulipotyphla,Laurasiatheria,Sand Hedge Hog,Long-eared hedgehog,0.2,56.43008829,RL,1.0888,0.1688,3.036948112,2.227372442,3.099542529,1.2576,50990,2026,1078,2238,5342,10.47656403,120.5360415,46.10708484,47.02224257,46.56466371,0.29431,14.304,1.32,695677.35,826397.1,1.0
190,190,Sheep,Ovis aries,Ovis,Caprinae,Bovidae,Ruminantia,Cetartiodactyla,Laurasiatheria,Sheep,Domestic sheep,0.75,31.05765363,RL,86.32,22.06,4.936111432,4.343605508,5.034949147,108.38,78458,5116,51,191,5358,6.82913151,121.4730128,48.07382634,45.28974708,46.68178671,0.27115,14.592,1.54,683456.75,731202.9,1.0
191,191,Siamang1,Symphalangus syndactylus,Symphalangus,,Hylobatidae,Haplorrhini,Primates,Euarchontoglires,Siamang,Siamang,0.8,141.131949,RL,78.2,41.69,4.893206753,4.620031895,5.07878296,119.89,171690,15154,113,671,15938,9.283010076,115.3263285,46.94197908,48.2815811,47.61178009,0.29829,16.2755,1.35,893761.95,933280.1,1.0
192,192,SkinnyPig,Cavia porcellus,Cavia,Cavinae,Caviidae,Hystricomorpha,Rodentia,Euarchontoglires,Skinny Pig,"Guinea pig (hairlesscavia)",0.29,58.55551232,RL,2.7082,0.421,3.432680734,2.624282096,3.495433322,3.1292,51866,1606,390,1551,3547,6.838776848,111.6099528,42.60243182,46.60775059,44.6050912,0.29318,15.099,1.36,728850.3,824936.3,1.0
193,193,SpinyMouse,Acomys cahirinus,Acomys,Deomyinae,Muridae,Myomorpha,Rodentia,Euarchontoglires,Spiny Mouse,Cairo spiny mouse,0.165,18.48325434,RL,0.4529,0.114,2.656002321,2.056904851,2.753506457,0.5669,48624,1438,144,742,2324,4.779532741,121.4782119,44.07921845,51.54302456,47.81112151,0.30399,17.077,1.31,823575.15,885073.7,1.0
194,194,SquirrelMonkey1,Saimiri sciureus,Saimiri,Saimiriinae,Cebidae,Haplorrhini,Primates,Euarchontoglires,Squirrel Monkey,Common squirrel monkey,0.533,38.29919918,RL,24.73,2.3,4.393224116,3.361727836,4.431846046,27.03,65856,10259,971,592,11822,17.95128766,143.0143903,56.70162581,56.31342132,56.50752356,0.39153,22.905,0.79,755791.95,813975.3,1.0
195,195,StrippedDolphin1,Stenella coeruleoalba,Stenella,Delphinidae,Delphinidae,Odontoceti,Cetartiodactyla,Laurasiatheria,Stripped Dolphin,Stripped dolphin,1.9,154.8159483,LR,521.5,346.99,5.717254313,5.540316959,5.938764822,868.49,65543,6501,1,1800,8302,12.66649375,132.2753002,52.9888783,52.44327422,52.71607626,0.33294,18.5475,1.19,609375.05,699913.4,2.0
196,196,StrippedDolphin2,Stenella coeruleoalba,Stenella,Delphinidae,Delphinidae,Odontoceti,Cetartiodactyla,Laurasiatheria,Stripped Dolphin,Stripped dolphin,1.7,35.56183943,LR,541.96,168.25,5.733967234,5.225955073,5.851386783,710.21,62482,7689,1,4223,11913,19.06629109,133.9823456,58.27481155,57.69578104,57.9852963,0.35998,22.085,0.93,714808.55,833382.7,2.0
197,197,SturniraLilium,Sturnira lilium,Sturnira,Stenodermatinae,Phyllostomidae,Microchiroptera,Chiroptera,Laurasiatheria,Sturnira Lilium,Little yellow-shouldered bat,0.14,29.95780003,RL,0.325762,0.0407,2.512900423,1.609594409,2.564028947,0.366462,58464,3513,1037,670,5220,8.928571429,106.9891902,45.45200607,44.64631168,45.04915888,0.26835,14.389,1.46,726398.55,792000.2,1.0
198,198,TadaridaTeniotis1,Tadarida teniotis,Tadarida,Molossinae,Molossidae,Microchiroptera,Chiroptera,Laurasiatheria,Tadarida Teniotis,European free-tailed bat,0.16,26.09577721,RL,0.266068,0.118399,2.424992645,2.073348034,2.584859069,0.384467,22660,161,1575,546,2282,10.070609,118.6552902,50.83064547,43.23689775,47.03377161,0.32307,15.7375,1.19,875025.45,934777.0,2.0
199,199,TadaridaTeniotis2,Tadarida teniotis,Tadarida,Molossinae,Molossidae,Microchiroptera,Chiroptera,Laurasiatheria,Tadarida Teniotis,European free-tailed bat,0.145,33.81151492,RL,0.21046,0.00935,2.323169566,0.970811611,2.342047446,0.21981,34097,0,984,1757,2741,8.038830396,96.33802488,40.09196722,39.34502293,39.71849507,0.18803,9.383,1.76,612751.45,713983.9,2.0
200,200,TamarinCottonTop1,Saguinus oedipus,Saguinus,Saguinus,Callitrichidae,Haplorrhini,Primates,Euarchontoglires,Tamarin Cotton Top,Cotton-top tamarin,0.36,19.43524173,RL,8.54799,1.51898,3.931864005,3.181552056,4.002898774,10.06697,93525,10982,1503,1013,13498,14.43250468,143.6262402,57.70977997,51.77449073,54.74213535,0.3878,21.333,1.07,883984.35,991343.5,2.0
201,201,TamarinCottonTop2,Saguinus oedipus,Saguinus,Saguinus,Callitrichidae,Haplorrhini,Primates,Euarchontoglires,Tamarin Cotton Top,Cotton-top tamarin,0.36,28.15582447,RL,7.7657,0.9411,3.890180609,2.973635773,3.939858569,8.7068,77901,7078,1440,873,9391,12.05504422,141.5933886,58.72932496,55.87215064,57.3007378,0.39731,23.146,0.87,871700.85,981654.0,2.0
202,202,TamarinEmperor1,Emperor Tamarin,Saguinus,Saguinus,Callitrichidae,Haplorrhini,Primates,Euarchontoglires,Tamarin Emperor,Emperor tamarin,0.36,21.66711181,RL,8.0465,1.552,3.905607016,3.190891717,3.982203369,9.5985,88857,11014,986,436,12436,13.99552089,134.2860482,57.57698747,52.48503883,55.03101315,0.37564,21.7405,0.95,874964.3,959598.3,2.0
203,203,TamarinEmperor2,Emperor Tamarin,Saguinus,Saguinus,Callitrichidae,Haplorrhini,Primates,Euarchontoglires,Tamarin Emperor,Emperor tamarin,0.34,16.51949707,RL,8.42,0.935,3.925312091,2.970811611,3.971043792,9.355,94986,9175,2323,1405,12903,13.58410713,145.9597209,57.32308708,57.49368687,57.40838697,0.39698,21.8565,0.88,862749.15,1015118.5,2.0
204,204,TamarinGoldenHands,Golden Handed Tamarin,Saguinus,Saguinus,Callitrichidae,Haplorrhini,Primates,Euarchontoglires,Tamarin Golden Hands,Golden-handed tamarin,0.4,76.65570693,RL,8.01133,1.13043,3.903704621,3.053243675,3.961029816,9.14176,62986,5451,0,0,5451,8.654304131,115.9686803,46.74135659,44.53645877,45.63890768,0.31094,15.6975,1.44,734628.7,833239.9,1.0
205,205,Tapir1,Tapirus terrestris,Tapirus,,Tapiridae,Ceratomorpha,Perissodactyla,Laurasiatheria,Tapir,South American Tapir,0.8,58.23454215,RL,126.49,20.19,5.102056193,4.305136319,5.166370901,146.68,111751,12252,332,5788,18372,16.44012134,145.5726598,57.73532937,59.0675234,58.40142639,0.36983,21.4395,0.82,794875.8,883702.4,2.0
206,206,Tapir2,Tapirus terrestris,Tapirus,,Tapiridae,Ceratomorpha,Perissodactyla,Laurasiatheria,Tapir,South American Tapir,0.83,87.90555592,RL,88.62,102.3,4.947531746,5.009875634,5.280851426,190.92,253462,15648,1,1787,17436,6.879137701,131.4522214,51.11575727,50.42817043,50.77196385,0.25986,13.924,1.49,696432.05,771777.0,2.0
207,207,ThomsonGazelle,Eudorcas thomosonii,Eudorcas,Antilopinae,Bovidae,Ruminantia,Cetartiodactyla,Laurasiatheria,Thomson Gazelle,Thomson gazelle,0.75,108.431854,RL,56.003,11.79,4.748211292,4.071513805,4.831184853,67.793,47981,2267,62,211,2540,5.293762114,125.6334123,45.57697722,50.10660004,47.84178863,0.31599,17.3855,1.25,704869.4,734035.0,1.0
208,208,Tiger,Panthera tigris tigris,Panthera,Pantherinae,Felidae,Feliformia,Carnivora,Laurasiatheria,Tiger,Bengal Tiger,1.338,46.55565889,LR,159.89,85.6,5.203821303,4.932473765,5.390033806,245.49,47745,5135,54,431,5620,11.77086606,122.2634969,48.00338996,48.09624662,48.04981829,0.29886,15.864,1.34,694111.9,733805.2,1.0
